Model,Series,Simplex_Duplex,Pump_Price,TEFC_AC_Price,XPFC_AC_Price,TEFC_DC_Price,XPFC_DC_Price,GPH_60Hz,GPH_50Hz,LPH_60Hz,LPH_50Hz,Max_Pressure_PSI,Max_Pressure_Bar,Max_Pressure_PSI_High_Pressure_Adder,Max_Pressure_Bar_High_Pressure_Adder,High_Pressure_Adder_Price,Max_SPM,Viton,Hypalon,EPDM,Liquid_End_Material,Conductive_Leak_Detection_Price_Adder,Vacuum_Leak_Detection_Price_Adder,Flange_Size,Ball_Size,Motor_HP_AC,Motor_HP_AC_High_Pressure,Motor_HP_DC_TEFC,Motor_HP_DC_XPFC,Liq_Inlet,Liq_Outlet,Spare_Parts_Kit_Model,Spare_Parts_Kit_Price,Spare_Parts_Kit_Info,Back_Pressure_Valve_150,Back_Pressure_Valve_750,Connection_Size,Pressure_Relief_Valve_150,Pressure_Relief_Valve_750,Port,Pulsation_Dampener,Calibration_Column,Calibration_Column_Info,Pressure_Gauge,Pressure_Gauge_Info,ECCA_Price,VFD_Price
CJ4T11317-04014,Series 1000,Simplex,3613.05,711.125,1635.5875,1475.2,6118,31.3,25.98,118.48,98.34,350,24,700,48,748.8,170,1380,1304.4,1304.4,316SS,1320,3108,"1/2""","3/8""",0.33,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024316,584.43,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,186.3,"PVC, 2000 ml (32 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T11317-05014,Series 1000,Simplex,5131.5,711.125,1635.5875,1475.2,6118,31.3,25.98,118.48,98.34,350,24,700,48,973.44,170,1380,1304.4,1304.4,Alloy 20,1320,3108,C/F,"3/8""",0.33,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024C20,888.03,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,1736.04,"PTFE, 2000 ml (32 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T11317-06014,Series 1000,Simplex,6506.25,711.125,1635.5875,1475.2,6118,31.3,25.98,118.48,98.34,350,24,700,48,1085.76,170,1380,1304.4,1304.4,Hast. C,1320,3108,C/F,"3/8""",0.33,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024HC,948.75,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,1736.04,"PTFE, 2000 ml (32 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ4T11317-08014,Series 1000,Simplex,3885,711.125,1635.5875,1475.2,6118,31.3,25.98,118.48,98.34,150,10,0,0,0,170,0,0,0,PVC,1320,3108,C/F,"3/8""",0.33,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024PVC,584.43,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,186.3,"PVC, 2000 ml (32 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T11317-0A014,Series 1000,Simplex,5991.7,711.125,1635.5875,1475.2,6118,31.3,25.98,118.48,98.34,150,10,0,0,0,170,0,0,0,PVDF,1320,3108,C/F,"3/8""",0.33,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024KYN,734.712,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,2696.4,1421.4,"PVDF, 2000 ml (32 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T11329-04014,Series 1000,Simplex,3613.05,711.125,1635.5875,1475.2,6118,5.33,4.42,20.18,16.75,350,24,700,48,748.8,29,1380,1304.4,1304.4,316SS,1320,3108,"1/2""","3/8""",0.33,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024316,584.43,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,90.39,"PVC, 250 ml (4 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T11329-05014,Series 1000,Simplex,5131.5,711.125,1635.5875,1475.2,6118,5.33,4.42,20.18,16.75,350,24,700,48,973.44,29,1380,1304.4,1304.4,Alloy 20,1320,3108,C/F,"3/8""",0.33,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024C20,888.03,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,632.04,"PTFE, 250 ml (4 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T11329-06014,Series 1000,Simplex,6506.25,711.125,1635.5875,1475.2,6118,5.33,4.42,20.18,16.75,350,24,700,48,1085.76,29,1380,1304.4,1304.4,Hast. C,1320,3108,C/F,"3/8""",0.33,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024HC,948.75,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,632.04,"PTFE, 250 ml (4 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ4T11329-08014,Series 1000,Simplex,3885,711.125,1635.5875,1475.2,6118,5.33,4.42,20.18,16.75,150,10,0,0,0,29,0,0,0,PVC,1320,3108,C/F,"3/8""",0.33,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024PVC,584.43,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,90.39,"PVC, 250 ml (4 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T11329-0A014,Series 1000,Simplex,5991.7,711.125,1635.5875,1475.2,6118,5.33,4.42,20.18,16.75,150,10,0,0,0,29,0,0,0,PVDF,1320,3108,C/F,"3/8""",0.33,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024KYN,734.712,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,2696.4,632.04,"PVDF, 250 ml (4 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T11358-04014,Series 1000,Simplex,3613.05,711.125,1635.5875,1475.2,6118,10.6,8.8,40.13,33.3,350,24,700,48,748.8,58,1380,1304.4,1304.4,316SS,1320,3108,"1/2""","3/8""",0.33,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024316,584.43,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,98.67,"PVC, 500 ml (8 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T11358-05014,Series 1000,Simplex,5131.5,711.125,1635.5875,1475.2,6118,10.6,8.8,40.13,33.3,350,24,700,48,973.44,58,1380,1304.4,1304.4,Alloy 20,1320,3108,C/F,"3/8""",0.33,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024C20,888.03,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,1028.1,"PTFE, 500 ml (8 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T11358-06014,Series 1000,Simplex,6506.25,711.125,1635.5875,1475.2,6118,10.6,8.8,40.13,33.3,350,24,700,48,1085.76,58,1380,1304.4,1304.4,Hast. C,1320,3108,C/F,"3/8""",0.33,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024HC,948.75,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,1028.1,"PTFE, 500 ml (8 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ4T11358-08014,Series 1000,Simplex,3885,711.125,1635.5875,1475.2,6118,10.6,8.8,40.13,33.3,150,10,0,0,0,58,0,0,0,PVC,1320,3108,C/F,"3/8""",0.33,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024PVC,584.43,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,98.67,"PVC, 500 ml (8 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T11358-0A014,Series 1000,Simplex,5991.7,711.125,1635.5875,1475.2,6118,10.6,8.8,40.13,33.3,150,10,0,0,0,58,0,0,0,PVDF,1320,3108,C/F,"3/8""",0.33,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024KYN,734.712,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,2696.4,848.7,"PVDF, 500 ml (8 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T11397-04014,Series 1000,Simplex,3613.05,711.125,1635.5875,1475.2,6118,17.8,14.77,67.38,55.93,350,24,700,48,748.8,97,1380,1304.4,1304.4,316SS,1320,3108,"1/2""","3/8""",0.33,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024316,584.43,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,104.88,"PVC, 1000 ml (16 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T11397-05014,Series 1000,Simplex,5131.5,711.125,1635.5875,1475.2,6118,17.8,14.77,67.38,55.93,350,24,700,48,973.44,97,1380,1304.4,1304.4,Alloy 20,1320,3108,C/F,"3/8""",0.33,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024C20,888.03,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,1366.2,"PTFE, 1000 ml (16 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T11397-06014,Series 1000,Simplex,6506.25,711.125,1635.5875,1475.2,6118,17.8,14.77,67.38,55.93,350,24,700,48,1085.76,97,1380,1304.4,1304.4,Hast. C,1320,3108,C/F,"3/8""",0.33,0.5,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-024HC,948.75,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,1366.2,"PTFE, 1000 ml (16 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ4T11397-08014,Series 1000,Simplex,3885,711.125,1635.5875,1475.2,6118,17.8,14.77,67.38,55.93,150,10,0,0,0,97,0,0,0,PVC,1320,3108,C/F,"3/8""",0.33,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024PVC,584.43,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,104.88,"PVC, 1000 ml (16 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T11397-0A014,Series 1000,Simplex,5991.7,711.125,1635.5875,1475.2,6118,17.8,14.77,67.38,55.93,150,10,0,0,0,97,0,0,0,PVDF,1320,3108,C/F,"3/8""",0.33,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024KYN,734.712,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,2696.4,1211.64,"PVDF, 1000 ml (16 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T5612-04014,Series 1000,Simplex,3613.05,698.5,1606.55,1475.2,6118,5.1,4.23,19.31,16.02,400,28,1500,103,645.12,117,1380,1304.4,1304.4,316SS,1320,3108,"1/2""","3/8""",0.25,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014316,584.43,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,90.39,"PVC, 250 ml (4 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T5612-05014,Series 1000,Simplex,5131.5,698.5,1606.55,1475.2,6118,5.1,4.23,19.31,16.02,400,28,1500,103,838.656,117,1380,1304.4,1304.4,Alloy 20,1320,3108,C/F,"3/8""",0.25,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014C20,888.03,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,632.04,"PTFE, 250 ml (4 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T5612-06014,Series 1000,Simplex,6506.25,698.5,1606.55,1475.2,6118,5.1,4.23,19.31,16.02,400,28,1500,103,935.424,117,1380,1304.4,1304.4,Hast. C,1320,3108,C/F,"3/8""",0.25,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014HC,948.75,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,632.04,"PTFE, 250 ml (4 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ4T5612-08014,Series 1000,Simplex,3885,698.5,1606.55,1475.2,6118,5.1,4.23,19.31,16.02,150,10,0,0,0,117,0,0,0,PVC,1320,3108,C/F,"3/8""",0.25,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024PVC,584.43,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,90.39,"PVC, 250 ml (4 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T5612-0A014,Series 1000,Simplex,5991.7,698.5,1606.55,1475.2,6118,5.1,4.23,19.31,16.02,150,10,0,0,0,117,0,0,0,PVDF,1320,3108,C/F,"3/8""",0.25,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-014KYN,734.712,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,1701.6,632.04,"PVDF, 250 ml (4 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T5614-04014,Series 1000,Simplex,3613.05,698.5,1606.55,1475.2,6118,6.1,5.06,23.09,19.17,400,28,1500,103,645.12,140,1380,1304.4,1304.4,316SS,1320,3108,"1/2""","3/8""",0.25,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014316,584.43,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,90.39,"PVC, 250 ml (4 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T5614-05014,Series 1000,Simplex,5131.5,698.5,1606.55,1475.2,6118,6.1,5.06,23.09,19.17,400,28,1500,103,838.656,140,1380,1304.4,1304.4,Alloy 20,1320,3108,C/F,"3/8""",0.25,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014C20,888.03,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,632.04,"PTFE, 250 ml (4 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T5614-06014,Series 1000,Simplex,6506.25,698.5,1606.55,1475.2,6118,6.1,5.06,23.09,19.17,400,28,1500,103,935.424,140,1380,1304.4,1304.4,Hast. C,1320,3108,C/F,"3/8""",0.25,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014HC,948.75,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,632.04,"PTFE, 250 ml (4 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ4T5614-08014,Series 1000,Simplex,3885,698.5,1606.55,1475.2,6118,6.1,5.06,23.09,19.17,150,10,0,0,0,140,0,0,0,PVC,1320,3108,C/F,"3/8""",0.25,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024PVC,584.43,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,90.39,"PVC, 250 ml (4 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T5614-0A014,Series 1000,Simplex,5991.7,698.5,1606.55,1475.2,6118,6.1,5.06,23.09,19.17,150,10,0,0,0,140,0,0,0,PVDF,1320,3108,C/F,"3/8""",0.25,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-014KYN,734.712,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,1701.6,632.04,"PVDF, 250 ml (4 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T5617-04014,Series 1000,Simplex,3613.05,698.5,1606.55,1475.2,6118,7.4,6.14,28.01,23.25,400,28,1500,103,645.12,170,1380,1304.4,1304.4,316SS,1320,3108,"1/2""","3/8""",0.25,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014316,584.43,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,98.67,"PVC, 500 ml (8 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T5617-05014,Series 1000,Simplex,5131.5,698.5,1606.55,1475.2,6118,7.4,6.14,28.01,23.25,400,28,1500,103,838.656,170,1380,1304.4,1304.4,Alloy 20,1320,3108,C/F,"3/8""",0.25,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014C20,888.03,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,1028.1,"PTFE, 500 ml (8 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T5617-06014,Series 1000,Simplex,6506.25,698.5,1606.55,1475.2,6118,7.4,6.14,28.01,23.25,400,28,1500,103,935.424,170,1380,1304.4,1304.4,Hast. C,1320,3108,C/F,"3/8""",0.25,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014HC,948.75,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,1028.1,"PTFE, 500 ml (8 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ4T5617-08014,Series 1000,Simplex,3885,698.5,1606.55,1475.2,6118,7.4,6.14,28.01,23.25,150,10,0,0,0,170,0,0,0,PVC,1320,3108,C/F,"3/8""",0.25,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024PVC,584.43,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,98.67,"PVC, 500 ml (8 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T5617-0A014,Series 1000,Simplex,5991.7,698.5,1606.55,1475.2,6118,7.4,6.14,28.01,23.25,150,10,0,0,0,170,0,0,0,PVDF,1320,3108,C/F,"3/8""",0.25,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-014KYN,734.712,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,1701.6,848.7,"PVDF, 500 ml (8 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T5629-04014,Series 1000,Simplex,3613.05,698.5,1606.55,1475.2,6118,1.25,1.04,4.73,3.93,400,28,1500,103,645.12,29,1380,1304.4,1304.4,316SS,1320,3108,"1/2""","3/8""",0.25,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014316,584.43,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,85.56,"PVC, 100 ml (1.6 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T5629-05014,Series 1000,Simplex,5131.5,698.5,1606.55,1475.2,6118,1.25,1.04,4.73,3.93,400,28,1500,103,838.656,29,1380,1304.4,1304.4,Alloy 20,1320,3108,C/F,"3/8""",0.25,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014C20,888.03,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",989.184,1267.2,"3/8"" FNPT",989.184,1267.2,2-Port,0,752.1,"PTFE, 100 ml (1.6 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Alloy 20, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
CJ4T5629-06014,Series 1000,Simplex,6506.25,698.5,1606.55,1475.2,6118,1.25,1.04,4.73,3.93,400,28,1500,103,935.424,29,1380,1304.4,1304.4,Hast. C,1320,3108,C/F,"3/8""",0.25,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014HC,948.75,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",1363.44,1440,"3/8"" FNPT",1363.44,1440,2-Port,0,752.1,"PTFE, 100 ml (1.6 GPH)",0,"Pressure gauge Seal with a gauge, wetted material in Hast C, Max Pressure up to 300 PSI, with 3/8"" NPT connection size. ",2946,822
CJ4T5629-08014,Series 1000,Simplex,3885,698.5,1606.55,1475.2,6118,1.25,1.04,4.73,3.93,150,10,0,0,0,29,0,0,0,PVC,1320,3108,C/F,"3/8""",0.25,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-024PVC,584.43,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",225.216,0,"1/2"" FNPT",187.68,0,2-Port,513.6,85.56,"PVC, 100 ml (1.6 GPH)",199.824,"Pressure gauge Isolator with a gauge, wetted material in PVC, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T5629-0A014,Series 1000,Simplex,5991.7,698.5,1606.55,1475.2,6118,1.25,1.04,4.73,3.93,150,10,0,0,0,29,0,0,0,PVDF,1320,3108,C/F,"3/8""",0.25,0,0.33,1,"3/4"" FNPT","1/2"" FNPT",1021-014KYN,734.712,"Diaphragm, O-Rings, Balls, Valve seats, Retaining Ring, Spring wave washer, and hydraulic oil.",539.856,0,"1/2"" FNPT",539.856,0,2-Port,1701.6,572.7,"PVDF, 100 ml (1.6 GPH)",358.8,"Pressure gauge lsolator with a gauge, wetted material in PVDF, Max Pressure up to 200 PSI, with 1/2"" FNPT connection size. ",2946,822
CJ4T5658-04014,Series 1000,Simplex,3613.05,698.5,1606.55,1475.2,6118,2.5,2.08,9.46,7.85,400,28,1500,103,645.12,58,1380,1304.4,1304.4,316SS,1320,3108,"1/2""","3/8""",0.25,0.75,0.33,1,"3/8"" MNPT","3/8"" MNPT",1021-014316,584.43,"Diaphragm, O-Rings, Check valves assembly, Retaining Ring, Spring wave washer, and hydraulic oil.",480.24,691.2,"3/8"" FNPT",481.344,691.2,2-Port,988.8,85.56,"PVC, 100 ml (1.6 GPH)",289.248,"Pressure gauge Seal with a gauge, wetted material in 316SS, Max Pressure up to 300 PSI, with 3/8"" FNPT connection size. ",2946,822
